Trial-ID,Status,Iteration,batch_size,dense_units_1,dense_units_2,dropout_1,dropout_2,filter_units_1,filter_units_2,filter_units_3,kernel_size_1,kernel_size_2,kernel_size_3,learning_rate,max_pool_1,Objective,accuracy,auc,loss
2,INTERMEDIATE,9,128,120,39,0.19429522549986278,0.10841277249233311,294,63,139,1,2,3,0.00016022533351865218,3,0.8453705310821533,0.7666400074958801,0.8453705310821533,0.49297863245010376
2,COMPLETED,9,128,120,39,0.19429522549986278,0.10841277249233311,294,63,139,1,2,3,0.00016022533351865218,3,0.8453705310821533,0.7666400074958801,0.8453705310821533,0.49297863245010376
3,INTERMEDIATE,0,256,134,197,0.3854802021582064,0.11124057955829625,140,218,249,2,1,1,0.0004952246122340656,3,0.7984216809272766,0.7243199944496155,0.7984216809272766,0.5481827855110168
3,INTERMEDIATE,1,256,134,197,0.3854802021582064,0.11124057955829625,140,218,249,2,1,1,0.0004952246122340656,3,0.8105311989784241,0.7290400266647339,0.8105311989784241,0.5423201322555542
3,INTERMEDIATE,2,256,134,197,0.3854802021582064,0.11124057955829625,140,218,249,2,1,1,0.0004952246122340656,3,0.8209086060523987,0.744159996509552,0.8209086060523987,0.5234212279319763
3,INTERMEDIATE,3,256,134,197,0.3854802021582064,0.11124057955829625,140,218,249,2,1,1,0.0004952246122340656,3,0.8267073035240173,0.7516000270843506,0.8267073035240173,0.5123258829116821
3,INTERMEDIATE,4,256,134,197,0.3854802021582064,0.11124057955829625,140,218,249,2,1,1,0.0004952246122340656,3,0.830457866191864,0.7492799758911133,0.830457866191864,0.5173996090888977
3,INTERMEDIATE,5,256,134,197,0.3854802021582064,0.11124057955829625,140,218,249,2,1,1,0.0004952246122340656,3,0.8353037238121033,0.745199978351593,0.8353037238121033,0.5276278257369995
3,INTERMEDIATE,6,256,134,197,0.3854802021582064,0.11124057955829625,140,218,249,2,1,1,0.0004952246122340656,3,0.8388108611106873,0.7560266852378845,0.8388108611106873,0.5058315396308899
3,INTERMEDIATE,7,256,134,197,0.3854802021582064,0.11124057955829625,140,218,249,2,1,1,0.0004952246122340656,3,0.8368417620658875,0.7624800205230713,0.8368417620658875,0.5085879564285278
3,INTERMEDIATE,8,256,134,197,0.3854802021582064,0.11124057955829625,140,218,249,2,1,1,0.0004952246122340656,3,0.8427842259407043,0.7654399871826172,0.8427842259407043,0.531628429889679
3,INTERMEDIATE,9,256,134,197,0.3854802021582064,0.11124057955829625,140,218,249,2,1,1,0.0004952246122340656,3,0.8400427103042603,0.7524799704551697,0.8400427103042603,0.5388419032096863
3,COMPLETED,9,256,134,197,0.3854802021582064,0.11124057955829625,140,218,249,2,1,1,0.0004952246122340656,3,0.8427842259407043,0.7654399871826172,0.8427842259407043,0.531628429889679
4,INTERMEDIATE,0,256,289,263,0.07710044440599129,0.433033186713262,213,216,131,3,3,2,1.0094283005667903e-05,3,0.7563996911048889,0.6844000220298767,0.7563996911048889,0.6452300548553467
4,INTERMEDIATE,1,256,289,263,0.07710044440599129,0.433033186713262,213,216,131,3,3,2,1.0094283005667903e-05,3,0.7681167125701904,0.6927733421325684,0.7681167125701904,0.6012564301490784
4,INTERMEDIATE,2,256,289,263,0.07710044440599129,0.433033186713262,213,216,131,3,3,2,1.0094283005667903e-05,3,0.7798545956611633,0.7080533504486084,0.7798545956611633,0.5728636980056763
4,INTERMEDIATE,3,256,289,263,0.07710044440599129,0.433033186713262,213,216,131,3,3,2,1.0094283005667903e-05,3,0.7869575619697571,0.7142400145530701,0.7869575619697571,0.5600535869598389
4,INTERMEDIATE,4,256,289,263,0.07710044440599129,0.433033186713262,213,216,131,3,3,2,1.0094283005667903e-05,3,0.7913573384284973,0.7181066870689392,0.7913573384284973,0.5537453293800354
4,INTERMEDIATE,5,256,289,263,0.07710044440599129,0.433033186713262,213,216,131,3,3,2,1.0094283005667903e-05,3,0.7948439717292786,0.7217866778373718,0.7948439717292786,0.5507631897926331
4,INTERMEDIATE,6,256,289,263,0.07710044440599129,0.433033186713262,213,216,131,3,3,2,1.0094283005667903e-05,3,0.796761691570282,0.7225866913795471,0.796761691570282,0.5473993420600891
4,INTERMEDIATE,7,256,289,263,0.07710044440599129,0.433033186713262,213,216,131,3,3,2,1.0094283005667903e-05,3,0.7998155355453491,0.7224266529083252,0.7998155355453491,0.549930989742279
4,INTERMEDIATE,8,256,289,263,0.07710044440599129,0.433033186713262,213,216,131,3,3,2,1.0094283005667903e-05,3,0.8002799153327942,0.7261599898338318,0.8002799153327942,0.5436611175537109
4,INTERMEDIATE,9,256,289,263,0.07710044440599129,0.433033186713262,213,216,131,3,3,2,1.0094283005667903e-05,3,0.8026942014694214,0.728879988193512,0.8026942014694214,0.5411462783813477
4,COMPLETED,9,256,289,263,0.07710044440599129,0.433033186713262,213,216,131,3,3,2,1.0094283005667903e-05,3,0.8026942014694214,0.728879988193512,0.8026942014694214,0.5411462783813477
5,INTERMEDIATE,0,256,59,27,0.08625704237303006,0.3334801655520019,236,161,283,2,2,2,3.108279989197172e-05,2,0.7767863273620605,0.7061600089073181,0.7767863273620605,0.5840479135513306
5,INTERMEDIATE,1,256,59,27,0.08625704237303006,0.3334801655520019,236,161,283,2,2,2,3.108279989197172e-05,2,0.7916519641876221,0.7191200256347656,0.7916519641876221,0.5584365129470825
5,INTERMEDIATE,2,256,59,27,0.08625704237303006,0.3334801655520019,236,161,283,2,2,2,3.108279989197172e-05,2,0.8000354170799255,0.724560022354126,0.8000354170799255,0.550762951374054
5,INTERMEDIATE,3,256,59,27,0.08625704237303006,0.3334801655520019,236,161,283,2,2,2,3.108279989197172e-05,2,0.8025891780853271,0.7251733541488647,0.8025891780853271,0.5435972213745117
5,INTERMEDIATE,4,256,59,27,0.08625704237303006,0.3334801655520019,236,161,283,2,2,2,3.108279989197172e-05,2,0.8071399331092834,0.7314666509628296,0.8071399331092834,0.5398985147476196
5,INTERMEDIATE,5,256,59,27,0.08625704237303006,0.3334801655520019,236,161,283,2,2,2,3.108279989197172e-05,2,0.8098056316375732,0.7334133386611938,0.8098056316375732,0.5329492092132568
5,INTERMEDIATE,6,256,59,27,0.08625704237303006,0.3334801655520019,236,161,283,2,2,2,3.108279989197172e-05,2,0.8132972121238708,0.7368533611297607,0.8132972121238708,0.5292152166366577
5,INTERMEDIATE,7,256,59,27,0.08625704237303006,0.3334801655520019,236,161,283,2,2,2,3.108279989197172e-05,2,0.8158391118049622,0.7387466430664062,0.8158391118049622,0.5267324447631836
5,INTERMEDIATE,8,256,59,27,0.08625704237303006,0.3334801655520019,236,161,283,2,2,2,3.108279989197172e-05,2,0.817958652973175,0.7395733594894409,0.817958652973175,0.5235186219215393
5,INTERMEDIATE,9,256,59,27,0.08625704237303006,0.3334801655520019,236,161,283,2,2,2,3.108279989197172e-05,2,0.8202439546585083,0.741973340511322,0.8202439546585083,0.5206748843193054
5,COMPLETED,9,256,59,27,0.08625704237303006,0.3334801655520019,236,161,283,2,2,2,3.108279989197172e-05,2,0.8202439546585083,0.741973340511322,0.8202439546585083,0.5206748843193054
